Date,Tweets
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:58,"b'RT @Lrihendry: ME: Doctor, when do you think COVID-19 will be over? \n\nDOCTOR: I don\xe2\x80\x99t know, I\xe2\x80\x99m not much into politics.'"
7/6/2020 11:58,b'RT @patsy_murrell: Leicester Lockdown: If Sharia law is allowed in communities within the UK why are we suddenly surprised that sweatshops/\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @MSNBC: Deaths from COVID-19 have now surpassed 130,000 in the U.S. as the total cases reach nearly 2.9M, according to John Hopkins Univ\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @fudenib: @andrewkeates The @nhs are fighting two wars, one against the virus - the other against stupidity.\nLong after the hangovers ha\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @BeauWillimon: Today is @realDonaldTrump\xe2\x80\x99s 257th golf outing. \n\nThat is more than 1 out of 5 days as president. \n\nApproximate cost to ta\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @JonLemire: On Feb 6th, Trump stood before cameras to celebrate his impeachment acquittal. He believed a new chapter had begun\n\nIt had.\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @RepAndyBiggsAZ: \xe2\x9e\xa1\xef\xb8\x8f Last month, the CDC estimated that the U.S. may only be identifying 1/10 of positive COVID-19 cases.\n\n\xe2\x97\x8f IF that esti\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @sunlorrie: Re Sweden and COVID-19.\nHere are the up-to-date, comparative numbers for all countries. Decide for yourself how Sweden did c\xe2\x80\xa6'"
7/6/2020 11:58,b'demo.14:54_Africa starts opening airspace even as COVID-19 cases climb\n#covid19 https://t.co/5pMsIQPqSf'
7/6/2020 11:58,"b'RT @Healthcare_ABC: In her @PharmExec article, our SVP of Strategic Global Sourcing, Heather Zenk, examines how distributors are preparing\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @V_4_Vendatta: \xf0\x9f\x92\xa5COVID-19 IS A SMOKESCREEN \xf0\x9f\x92\xa5\n\n\xf0\x9f\x92\xa5IT IS ALL ABOUT\xf0\x9f\x92\xa5 \n\n\xf0\x9f\x92\xa5#ID2020 \xf0\x9f\x92\xa5\n\nhttps://t.co/s5RhzVdXzF via @YouTube\n\n\xf0\x9f\x92\xa5RT\xf0\x9f\x92\xa5\n\nFollow @V_4_Ven\xe2\x80\xa6'
7/6/2020 11:58,b'#Good_news #Louvre reopens with masks and one-way system amid #Covid-19. Please follow the rules.'
7/6/2020 11:58,"b'RT @CNN: ""God has another angel in heaven now.""\n\nNick Cordero, a Broadway actor who had admirers across the world rallying for his recovery\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @CNBCTV18Live: #COVID_19 India Updates | India crosses Russia &amp; is now the 3rd most affected country by COVID. National tally nears 7 lk\xe2\x80\xa6'
7/6/2020 11:58,b'Trump-connected lobbyists reap windfall in COVID-19 boom https://t.co/VPEdBNvSW7 \n\nI despise @realDonaldTrump \nand\xe2\x80\xa6 https://t.co/2tQshWlvgs'
7/6/2020 11:58,"b'RT @UniofOxford: By combining data of known Covid-19 vulnerabilities such as age, social deprivation, population density, ethnicity and hos\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @cabot_phillips: So are we gonna talk about the fact that more people in NYC today were murdered in the streets than were killed by COVI\xe2\x80\xa6'
7/6/2020 11:58,b'RT @BeauWillimon: Today is @realDonaldTrump\xe2\x80\x99s 257th golf outing. \n\nThat is more than 1 out of 5 days as president. \n\nApproximate cost to ta\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,b'RT @StateHouseKenya: New Presidential Guidelines on COVID-19 pandemic.\n#KomeshaCorona https://t.co/CkWq9FOJZV'
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,"b'RT @cnnbrk: Broadway actor Nick Cordero, who had admirers across the world rallying for his recovery, dies at 41 after a battle with Covid-\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @ians_india: The overall number of global #COVID19 cases has increased to more than 11.4 million, while the deaths have soared to over 5\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @inacentre: Covid_19 the multi-million \xc2\xa3\xc2\xa3\xc2\xa3 question?\nWhy has Japan, who appear to have ignored WHO advice and also not followed example\xe2\x80\xa6'"
7/6/2020 11:58,b'Isn\xe2\x80\x99t I got my results back and a mf tested Negative from Covid-19 \xf0\x9f\x98\x8d Covid-19\xe2\x80\x99s poes https://t.co/8XATyYdKYF'
7/6/2020 11:58,b'RT @kylegriffin1: Broadway actor Nick Cordero died on Sunday after battling complications from COVID-19 for several months. He was 41. http\xe2\x80\xa6'
7/6/2020 11:58,b'RT @BDUTT: Thank you @tavleen_singh for the shout-out to me in this must read piece on real nationalism.  https://t.co/gNjnog3EQS'
7/6/2020 11:58,b'RT @BradleyCongress: How many people died because of the lockdown when they could not get medical care for conditions besides COVID-19?\n\nIf\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,b'RT @JamilSmith: We knew that COVID-19 hit black and Latino populations disproportionately. But new data made available after @nytimes sued\xe2\x80\xa6'
7/6/2020 11:58,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:58,b'RT @AngelaBelcamino: @realDonaldTrump @NYGovCuomo @NYCMayor Covid-19 cases UP all over the country. Cuomo is willing and able to help your\xe2\x80\xa6'
7/6/2020 11:58,b'RT @wspieler: lmaoooooooo boy they bout to do it https://t.co/7LXkWbbipx'
7/6/2020 11:58,"b""RT @countrymansongo: GFA!Don't misuse FIFA Covid 19 relief money, share accordingly! More fireee https://t.co/4oIQwTQpOQ"""
7/6/2020 11:58,"b'RT @Sangram0799: Respected Sir, Post covid-19 our community will be most vulnerable in Government and Private Sector.\nIt is humble Request\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @drboycewatkins1: As you worry incessantly about Covid-19, just wanted you to know that 77 people got shot in Chicago this weekend.'"
7/6/2020 11:58,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:58,b'RT @snide_sally: Saw this and had to share.\nphoto of medical workers we have lost to COVID-19 bc they were fighting to save us. https://t.c\xe2\x80\xa6'
7/6/2020 11:58,"b'Pakistan Reports 3,344 New Covid-19 Cases\nhttps://t.co/Jej0HzriRe'"
7/6/2020 11:58,"b""RT @sedboi69: Hey Guys, I lost my job due to Covid-19 as my company couldn't handle the lockdown. I've been in social media marketing for a\xe2\x80\xa6"""
7/6/2020 11:58,b'@grinchbrodie @libertyvet5 @usweekly Having your leg amputated is not from COVID 19'
7/6/2020 11:58,"b""RT @joncoopertweets: Americans Don't Get How Badly They're Handling COVID-19  https://t.co/BWcHID7LnT"""
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,b'RT @aidilarazak: A restaurant worker in KL has tested positive for Covid-19. Contact tracing and screening is underway.\n\nOther cases today\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @MohSya_FIQ: In the name of freedom of speech.\n\nAl Jazeera claimed that Malaysia being unfair, practicising racism toward imigrants in h\xe2\x80\xa6'"
7/6/2020 11:58,"b""RT @bblock29: I don't care what anyone says.\n Trump is a genius!\n He's infected the majority of the country with Covid-19, just to stop the\xe2\x80\xa6"""
7/6/2020 11:58,"b""Stanford Doctor Confirms What We've Been Saying for Months - For People Under Age 45 the COVID-19 Mortality Rate is\xe2\x80\xa6 https://t.co/x2QThXOCfP"""
7/6/2020 11:58,b'RT @NPR: Florida and Texas reported their biggest daily increase in new confirmed cases of COVID-19 in the past few days as deaths in the U\xe2\x80\xa6'
7/6/2020 11:58,b'RT @QTAnon1: Ghislaine Maxwell has tested positive for COVID-19 in New Hampshire jail.\n\nWe all know how this ends.'
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,"b'According to Auditor General of the federation,over N360bn is missing from 2017 audited report.That\xe2\x80\x99s close about $\xe2\x80\xa6 https://t.co/skciWjM9Th'"
7/6/2020 11:58,"b""RT @10DowningStreet: Many pubs and restaurants across England are reopening. Here's how they are keeping customers and staff safe. \n\nhttps:\xe2\x80\xa6"""
7/6/2020 11:58,"b'RT @PhilipGAlston: The Sustainable Development Goals are currently not going to be met, yet the UN and its member states are sleepwalking t\xe2\x80\xa6'"
7/6/2020 11:58,"b'@fxxkenkakaroach @acar_taso The Washington Post reported earlier that President Trump asked of COVID-19 ""Why don\'t\xe2\x80\xa6 https://t.co/ELZyyREtSZ'"
7/6/2020 11:58,b'Arvind Kejriwal urges recovered COVID-19 patients to donate plasma\xc2\xa0 https://t.co/lFUV6ljY9Z'
7/6/2020 11:58,"b'RT @UN: Around the world, @UNVolunteers are on the frontlines of the #COVID19 pandemic.\n\nWe thank them for their dedication &amp; indispensable\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @neetipalta: It\xe2\x80\x99s funny how China is claiming everything as its own except Covid 19. \n#ChinaLiedPeopleDied'
7/6/2020 11:58,"b""RT @DrTomFrieden: It's unthinkable there would be barriers between states in the US. But with current trends, it's unthinkable that there w\xe2\x80\xa6"""
7/6/2020 11:58,"b'RT @DWUhlfelderLaw: It took 3 months for Florida to reach 100,000 COVID-19 cases. It took less than 2 weeks to go from 100,000 to 200,000 c\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @Med_head_: The situation is getting worse day by day and Govt wants to conduct exams. Does it make any sense?\nAre we immune to covid-19\xe2\x80\xa6'
7/6/2020 11:58,b'RT @SethAbramson: Those of us who care about our country must accept the possibility that too many Americans are selfish or stupid for us t\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @business: Virus samples sent to a Wuhan institute seven years ago closely resemble Covid-19, the Sunday Times reports https://t.co/kqGl\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @Manny_Funes: Hey @realDonaldTrump\nwho are you going to blame now?\n\nExclusive: Covid-19 may not have originated in China, Oxford Univers\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,b'RT @Malcolm_fleX48: I survived the Covid-19 lockdown unemployment while supporting a family of 7 by doing Doordash in the hot ass Alabama s\xe2\x80\xa6'
7/6/2020 11:58,"b'@SpokespersonCHN @WHO huachunying, always support you!COVID-19 originated in the United States'"
7/6/2020 11:58,"b""RT @EthicalSkeptic: The two most important charts of Covid-19.\n\nThe difference between pandemic and panic is 'dem' two charts. https://t.co\xe2\x80\xa6"""
7/6/2020 11:58,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:58,"b'RT @mel_faith1: Unlike flu tests etc, with tests for COVID-19 the swab goes way back right past the nasal cavity. It\xe2\x80\x99s quite uncomfortable!\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @Pontifex: The United Nations has called for an immediate, global ceasefire in order to face the Covid-19 pandemic and provide humanitar\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @MiddleEastEye: WATCH: Israeli police were filmed beating and tasering a man in the city of Holon for breaching covid-19 protocal by not\xe2\x80\xa6'
7/6/2020 11:58,"b'COVID-19 pandemic has brought valuable lessons and forced people to develop new ways, build new norms and new stand\xe2\x80\xa6 https://t.co/idI8l7EXz6'"
7/6/2020 11:58,"b'Result of COVID-19 outbreak, millions of people in world are working from home. Many firms are searching to find wa\xe2\x80\xa6 https://t.co/h7FwvMi6if'"
7/6/2020 11:58,b'RT @martgnz: We are tracking Covid-19 cases and deaths in Europe by 173 subnational regions. This interactive map shows how the coronavirus\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @ChrisLu44: @MollyJongFast And in perhaps the best example of payback, officials in the Mexican state of Sonora are closing the border t\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @willisbro: The COVID-19 cases in New Hampshire are going to skyrocket this week since @POTUS is having a rally there Saturday. Count on\xe2\x80\xa6'
7/6/2020 11:58,b'RT @WSJecon: Newsletter: Covid-19 Is Reshaping the Economy https://t.co/5deJp1SIZm'
7/6/2020 11:58,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:58,b'RT @jptrib1: Democrats fear US already lost COVID-19 battle https://t.co/zTUuPVMdoi'
7/6/2020 11:58,"b'RT @OliverStuenkel: Brazil not only leads the world when it comes to new deaths attributed to Covid-19, it is also steadily nearing the top\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @zfrmrza: &lt;327&gt; I have tested positive for COVID-19. Under med advice I have isolated myself at home &amp; taking all precautions. I have mi\xe2\x80\xa6'
7/6/2020 11:58,b'The DOH said that 127 foreign nationals in the country have been infected with COVID-19. | @DJEsguerraINQ https://t.co/apwS402wYN'
7/6/2020 11:58,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:58,b'RT @thatEsselguy: Last time Tammy Abraham scored a goal Covid-19 cases in the world was 2\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n\nHe is the centre forward for a certain team \xf0\x9f\x98\x82\xe2\x80\xa6'
7/6/2020 11:58,b'RT @vpetrash: COVID-19 Crisis: Is Florida on path to disaster? https://t.co/n61vmLBEu7'
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,"b'RT @CNN: ""God has another angel in heaven now.""\n\nNick Cordero, a Broadway actor who had admirers across the world rallying for his recovery\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @KalyanashisSah2: Today, researchers of various countries are trying heart and sole to discover the vaccine of COVID-19.But our state go\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @naralokesh: Yet another shocking instance of how the dead body of a #COVID__19 patient is treated in AP. Authorities in Tirupati are se\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @kylegriffin1: The disclaimer when registering for Trump\'s Portsmouth rally: ""In attending the event, you and any guests voluntarily ass\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @PoliticalShort: Nightmare in New York: How Covid-19, BLM protests and a liberal mayor are turning the city into a no-go zone as murders\xe2\x80\xa6'"
7/6/2020 11:58,"b""RT @LOLGOP: It's such a mystery how a federal response that focused on hawking miracle cures, paying off donors, reducing testing, reopenin\xe2\x80\xa6"""
7/6/2020 11:58,"b""Gov. Reeves blames 'massive protests' for MS spike in COVID-19 cases. State health officer says otherwise.\xe2\x80\xa6 https://t.co/jWa4eySPno"""
7/6/2020 11:58,"b'RT @PTI_News: Cong\xe2\x80\x99s Rahul Gandhi attacks govt over rising coronavirus cases, says future Harvard Business School case studies on failure w\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @Eskom_SA: Hats off to @City_Ekurhuleni for handling its obligations to Eskom and the nation in an exemplary manner. The municipality ha\xe2\x80\xa6'
7/6/2020 11:58,"b""@shadowconn Dining out is one of the things I miss at the moment. I can't even do that. I can't even move either--e\xe2\x80\xa6 https://t.co/GqAadYBuKa"""
7/6/2020 11:58,"b'RT @PoliticalShort: Nightmare in New York: How Covid-19, BLM protests and a liberal mayor are turning the city into a no-go zone as murders\xe2\x80\xa6'"
7/6/2020 11:58,"b'@AmihaiGlazer Hey! This is a free world, stop your bitching. If the man wants to compare any two variables, related\xe2\x80\xa6 https://t.co/nrHSrQy0rv'"
7/6/2020 11:58,"b""RT @PTI_News: Andhra Pradesh's COVID-19 tally breaches 20,000 mark with record 1,322 cases in a day. Seven deaths take toll to 239: Governm\xe2\x80\xa6"""
7/6/2020 11:58,"b'RT @DavidCornDC: It\xe2\x80\x99s a GREAT country to catch COVID-19 in....Oh, wait.'"
7/6/2020 11:58,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:58,b'@tassie_JR We\xe2\x80\x99re experiencing the effect of COVID-19. It\xe2\x80\x99s an opportunity for us to see the message in this from Mo\xe2\x80\xa6 https://t.co/PVTA6hJ85i'
7/6/2020 11:58,"b'RT @PoliticalShort: Nightmare in New York: How Covid-19, BLM protests and a liberal mayor are turning the city into a no-go zone as murders\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @realGaryMiller: This is straight-up police state tactics. \n\nYou should feel a chill up your spine. https://t.co/A6EOvYMpXP'
7/6/2020 11:58,"b'RT @PoliticalShort: Nightmare in New York: How Covid-19, BLM protests and a liberal mayor are turning the city into a no-go zone as murders\xe2\x80\xa6'"
7/6/2020 11:58,"b'@airindiain @HardeepSPuri Dear team, \n\nIt is kind request to start the flights from India-UAE . We are in great pro\xe2\x80\xa6 https://t.co/DrI2ufXuFJ'"
7/6/2020 11:58,"b'RT @mathrubhumieng: 2 COVID-19 patients of Kozhikode apartment attended wedding, visited Kasaragod; route maps released https://t.co/P4F73K\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @mmpadellan: Last night, trump said 99% of COVID-19 cases were ""totally harmless."" Tell that to the families of 130,000 dead Americans.\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @CNN: Despite claims that Florida traces every case of Covid-19, a CNN investigation found that health authorities in Florida, now the n\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @realTuckFrumper: Houston Hospitals Getting Crushed By COVID-19 Explosion, Mayor Says\n https://t.co/5VWgGhWFmp'"
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,b'RT @thatEsselguy: Last time Tammy Abraham scored a goal Covid-19 cases in the world was 2\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n\nHe is the centre forward for a certain team \xf0\x9f\x98\x82\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @kylegriffin1: The disclaimer when registering for Trump\'s Portsmouth rally: ""In attending the event, you and any guests voluntarily ass\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @aryan_meel: #Ruhspromotestudents \n\n#MCIPROMOTEMEDICOS \n\n@ashokgehlot51 @KalrajMishra @SachinPilot @RajGovOfficial @RaghusharmaINC \n\nFac\xe2\x80\xa6'
7/6/2020 11:58,b'RT @ieeducation_job: The biggest losses will likely stem from falls in international student enrolments between 1.4 billion pounds and 4.3\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @davidnabarro: The relationship between #COVID19 and the #SDGs is 2way. Not only has the virus an impact on their achievement, but also\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @JonLemire: On Feb 6th, Trump stood before cameras to celebrate his impeachment acquittal. He believed a new chapter had begun\n\nIt had.\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @wspieler: lmaoooooooo boy they bout to do it https://t.co/7LXkWbbipx'
7/6/2020 11:58,"b'RT @Amy_Siskind: What you do with your Monday after a weekend of golf, and as more than 132,000 American have died in 4 months of Covid-19.\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @CBS4Local: A new method of testing for coronavirus is no longer taking samples from the nose and is instead using saliva.\n\nhttps://t.co\xe2\x80\xa6'
7/6/2020 11:58,b'RT @MaxCRoser: Different German cities made masks mandatory at different points in time. This study uses a synthetic control methodology an\xe2\x80\xa6'
7/6/2020 11:58,"b""Single-day jump of 24,248 COVID-19 cases pushes India's tally close to 7-lakh mark\n\nhttps://t.co/VW5cAkDAKY\nSource\xe2\x80\xa6 https://t.co/hjI7ehY0Lx"""
7/6/2020 11:58,b'RT @Uditban03769390: The situation is getting worse day by day and Govt wants to conduct exams. Does it make any sense?\nAre we immune to co\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @CNN: Despite claims that Florida traces every case of Covid-19, a CNN investigation found that health authorities in Florida, now the n\xe2\x80\xa6'"
7/6/2020 11:58,"b'Low-income households and small firms can benefit greatly from advances in mobile money, fintech services and onlin\xe2\x80\xa6 https://t.co/GuAwXgk5Ln'"
7/6/2020 11:58,b'RT @BradleyCongress: How many people died because of the lockdown when they could not get medical care for conditions besides COVID-19?\n\nIf\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,"b'@TheEconomist For the presentation of new cases, have you considered to compensate for the number of tests made? Li\xe2\x80\xa6 https://t.co/8nLIPjurkL'"
7/6/2020 11:58,"b'RT @NeilLewisJr: Academics, pay attention here. When there are gun deaths and policy-makers proceed with business as usual, we (rightfully)\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @thehowie: ""Cheap and easy testing would dramatically reduce COVID-19 transmission and deaths, and better prepare us for future such pan\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @JonLemire: On Feb 6th, Trump stood before cameras to celebrate his impeachment acquittal. He believed a new chapter had begun\n\nIt had.\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @HealthFdn: Our explainer takes a closer look at what excess deaths data can tell us about COVID-19\xe2\x80\x99s impact. \n\nWe explore:\n\xe2\x9e\xa1\xef\xb8\x8f compariso\xe2\x80\xa6'
7/6/2020 11:58,"b""RT @SuzeQKnits: No work today and I'm really grateful for that. Yesterday at work wasn't so bad we lost two patients in the covid-19 isolat\xe2\x80\xa6"""
7/6/2020 11:58,"b'RT @EM_RESUS: Do you personally know someone who has or had COVID-19? \n\nRT for YES, \xe2\x99\xa5\xef\xb8\x8f for NO.'"
7/6/2020 11:58,"b'RT @scotgov: From today, bars and restaurants which have outdoor areas can re-open in Scotland.\n\nFollow these rules to stay safe \xe2\xac\x87\n\nPhase 2\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,b'RT @KituiDaylightP: SUMMARY OF THE COVID-19 ADDRESS BY PRESIDENT UHURU KENYATTA https://t.co/H1U3TSDnxZ'
7/6/2020 11:58,b'RT @MedicoMemer1: The situation is getting worse day by day and Govt wants to conduct exams. Does it make any sense?\nAre we immune to covid\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @HSBC: HSBC has donated $1m, through @UNFoundation and Swiss Philanthropy Foundation, to the #COVID19Fund for the @WHO, helping provide\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @EH54_Lainey: UK economy likely to suffer worst Covid-19 damage, says OECD https://t.co/eJlOlhw4tP'"
7/6/2020 11:58,b'RT @BeauWillimon: Today is @realDonaldTrump\xe2\x80\x99s 257th golf outing. \n\nThat is more than 1 out of 5 days as president. \n\nApproximate cost to ta\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:58,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:58,b'The @SupremeCourtSG Court of Appeal dismisses an urgent appeal seeking orders prohibiting the holding of a general\xe2\x80\xa6 https://t.co/aiw11navmD'
7/6/2020 11:58,b'RT @orlandosentinel: Man in famous 9/11 photo dies from COVID-19 in Florida https://t.co/ghQHn0vMjO https://t.co/hJjGdbN6hE'
7/6/2020 11:58,b'RT @JRehling: COVID-19 cases in Canada are down 82% from their peak.\n\nCOVID-19 cases in Italy are down 97% from their peak.\n\nCOVID-19 cases\xe2\x80\xa6'
7/6/2020 11:58,"b""RT @bblock29: I don't care what anyone says.\n Trump is a genius!\n He's infected the majority of the country with Covid-19, just to stop the\xe2\x80\xa6"""
7/6/2020 11:58,b'RT @BeauWillimon: Today is @realDonaldTrump\xe2\x80\x99s 257th golf outing. \n\nThat is more than 1 out of 5 days as president. \n\nApproximate cost to ta\xe2\x80\xa6'
7/6/2020 11:58,b'Turkish wedding guests pin gold on dummies instead of newlyweds as COVID-19 precaution https://t.co/r98xA9WyEV'
7/6/2020 11:58,b'RT @MinofHealthUG: Results of COVID-19 tests done on 05 July 2020 confirm 14 new cases. \nThe cumulative confirmed cases of Ugandans is now\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @thehowie: ""Cheap and easy testing would dramatically reduce COVID-19 transmission and deaths, and better prepare us for future such pan\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @charlie_savage: Current events, not just history, rhyme: an early COVID-19 warning briefed to Trump in his daily written PDB, which he\xe2\x80\xa6'"
7/6/2020 11:58,"b'RT @Krishna41757703: @CMofKarnataka @drashwathcn \n32 Students Who Sat for Karnataka SSLC Exams Test Covid-19 Positive, according to @CNNnew\xe2\x80\xa6'"
7/6/2020 11:58,"b""RT @jeremynewberger: Remember when George Costanza pretended Steinbrenner hadn't fired him and kept showing up to work at Yankee Stadium? T\xe2\x80\xa6"""
7/6/2020 11:58,"b""RT @CTVNews: Toronto hospital's ICU has no COVID-19 patients for first time in months https://t.co/itIcDkPiHa https://t.co/ZDBobNLb3d"""
7/6/2020 11:58,"b'RT @Lrihendry: ME: Doctor, when do you think COVID-19 will be over? \n\nDOCTOR: I don\xe2\x80\x99t know, I\xe2\x80\x99m not much into politics.'"
7/6/2020 11:58,b'RT @keashurkott: It seems People in Kashmir are not dying of any other cause but #COVID__19.'
7/6/2020 11:58,"b'RT @MSNBC: Deaths from COVID-19 have now surpassed 130,000 in the U.S. as the total cases reach nearly 2.9M, according to John Hopkins Univ\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @Gao_Phala: #VBSArrests Former VBS CFO Philip Truter is today appearing in the specialised commercial crimes court. He could no appear w\xe2\x80\xa6'
7/6/2020 11:58,"b'RT @DWUhlfelderLaw: It took 3 months for Florida to reach 100,000 COVID-19 cases. It took less than 2 weeks to go from 100,000 to 200,000 c\xe2\x80\xa6'"
7/6/2020 11:58,b'RT @JRehling: COVID-19 cases in Canada are down 82% from their peak.\n\nCOVID-19 cases in Italy are down 97% from their peak.\n\nCOVID-19 cases\xe2\x80\xa6'
7/6/2020 11:58,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:58,"b'RT @amandap726: Covid-19, and now the Bubonic Plague'"
